0,-38148,-34094,-31094,-28703,-26047,-24026,-21845,-18503,-16593,-15389,-13862,-11634,-10452,-9198,-8384,-7214,-6191,-4895,-4159,-3721,-2969,-2436,-1977,-1527,2051,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197
1,-41205,-36080,-30829,-26969,-23000,-18900,-15746,-13606,-11699,-9913,-8246,-6780,-5368,-4678,-3588,-3016,-2334,-1817,-1442,-1044,2183,2296,2331,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497
2,-38158,-34960,-31614,-27384,-24410,-21710,-19200,-15556,-13125,-11451,-9845,-8432,-7138,-6116,-5073,-4101,-3431,-2916,-2350,-1854,-1455,-1116,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097
3,-41611,-37722,-31267,-25632,-20942,-16444,-13849,-11186,-9027,-7053,-5813,-4756,-3688,-2738,-2297,-1878,-1481,-1233,2084,2193,2283,2395,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497
4,-40739,-35978,-29947,-26261,-23054,-20601,-17480,-15506,-12326,-11462,-9422,-7566,-6276,-5293,-4224,-3168,-2520,-1679,-1143,1952,2093,2196,2196,2196,2196,2196,2196,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2200,2390,2396,2396,2396,2396,2396,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397
5,-43295,-37594,-31599,-26558,-21253,-18162,-14621,-12404,-10616,-8615,-7369,-5804,-5025,-3495,-2903,-2384,-1618,-1227,2090,2151,2294,2397,2492,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497
6,-46443,-40545,-34049,-28168,-21368,-17973,-14912,-11404,-9587,-8015,-6526,-4741,-3946,-2862,-1946,-1590,-1213,1971,2080,2083,2192,2292,2292,2292,2292,2292,2292,2292,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297
7,-43885,-36802,-31586,-25693,-20313,-16573,-13441,-10983,-8493,-7623,-6104,-5019,-3933,-3442,-2573,-2242,-1547,-1191,1978,2095,2188,2283,2283,2283,2283,2283,2283,2286,2294,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2327,2493,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497
8,-39789,-36595,-32345,-27194,-24661,-21307,-18966,-16766,-15196,-13638,-11001,-8984,-7340,-6525,-5575,-4634,-3730,-2951,-2498,-1823,-1501,-1131,2097,2196,2196,2279,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2396,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397
9,-41323,-37471,-33438,-28751,-26385,-24243,-22354,-20993,-18687,-16656,-14870,-13090,-10998,-9611,-8419,-6937,-5846,-4668,-3885,-3135,-2528,-1843,-1475,-1106,2291,2291,2295,2295,2295,2296,2296,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297
10,-44502,-37529,-29351,-25526,-21933,-17412,-14987,-13009,-11360,-10490,-9007,-7261,-5896,-4964,-4165,-3380,-2573,-2206,-1708,-1270,2266,2383,2487,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496
11,-43520,-38505,-34165,-28325,-23813,-20460,-17100,-14638,-12779,-9705,-8349,-7185,-6166,-5047,-4052,-3294,-2649,-2145,-1715,-1362,2087,2196,2197,2197,2197,2197,2197,2197,2197,2197,2250,2374,2481,2481,2481,2484,2493,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496
12,-45611,-39433,-33840,-27957,-22022,-17102,-13827,-11480,-9071,-7519,-6529,-5430,-4399,-3406,-3025,-2588,-1758,-1347,-1035,2085,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2192,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2291,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2391,2391,2391,2391,2391,2391,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392
13,-39833,-34790,-30521,-24089,-21075,-18568,-13972,-12413,-10304,-9513,-8631,-7055,-6398,-5443,-4672,-3488,-3066,-2455,-2007,-1714,-1385,-1140,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497
14,-40102,-34659,-30134,-23568,-19169,-16448,-13802,-11596,-10102,-8541,-6824,-5719,-5064,-4066,-3526,-2898,-2295,-1850,-1526,-1174,1937,2088,2197,2297,2389,2487,2487,2487,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497,2497
