0,-119124,-109457,-97220,-86464,-74298,-67324,-62616,-57910,-53533,-49686,-46451,-43313,-41616,-40651,-39682,-38523,-37944,-37174,-36442,-35579,-34767,-34071,-33250,-32342,-31742,-30504,-30186,-29601,-29040,-28351,-27790,-27139,-26537,-25474,-25105,-24685,-24022,-23456,-22878,-22393,-21756,-21254,-20807,-20214,-19763,-19008,-18370,-17854,-17405,-16927,-16442,-15846,-15339,-14694,-14435,-14158,-14026,-13447,-13129,-12464,-12196,-11808,-11626,-11238,-11031,-10574,-10184,-10077,-9676,-9307,-9124,-8766,-8192,-8054,-7791,-7571,-7170,-7170,-6909,-6879,-6781,-6503,-6405,-6305,-6305,-6106,-5960,-5751,-5701,-5423,-5264,-4689,-4617,-4339,-4196,-4136,-3973,-3944,-3781,-3781
1,-118447,-108150,-97420,-87787,-79698,-72731,-66473,-60140,-52697,-49577,-43722,-40535,-38187,-36314,-35295,-32562,-31707,-31117,-30421,-29258,-28007,-27151,-26291,-25721,-25056,-24655,-24143,-23428,-23068,-22751,-22352,-21712,-21064,-20393,-19908,-19475,-18816,-18220,-17736,-17319,-16913,-16666,-16573,-16209,-15869,-15593,-15429,-14970,-14970,-14657,-14145,-13463,-13095,-12580,-11860,-11561,-11337,-10979,-10383,-10089,-9707,-9192,-8652,-8044,-7863,-7589,-7173,-7057,-6690,-6382,-6140,-5810,-5548,-5076,-4764,-4522,-4397,-4371,-4300,-4274,-4131,-4131,-4061,-3882,-3555,-3218,-2997,-2976,-2784,-2784,-2784,11058,11058,11504,11504,11504,11504,12363,12363,12363
2,-111699,-103021,-93723,-89248,-80597,-72001,-65859,-57678,-53620,-48252,-44378,-41613,-37722,-36364,-35406,-34305,-33252,-32210,-31532,-30675,-29590,-29103,-28535,-27755,-26769,-25999,-25185,-24738,-24147,-23122,-22158,-21617,-20979,-20822,-20184,-19508,-19279,-18481,-17844,-17520,-17211,-16445,-15719,-14821,-13808,-13398,-13050,-12871,-12429,-11933,-11540,-11133,-10856,-10271,-9487,-8990,-8676,-8456,-8036,-7696,-7497,-6824,-6239,-6141,-5792,-5479,-5203,-4774,-4584,-4405,-4305,-4262,-4038,-3894,-3593,-3320,-3294,-3194,-3194,-3194,-2900,-2871,-2871,-2572,9716,9716,10693,11457,12248,12248,12248,12248,12248,12248,12248,12248,12248,12248,12530,12530
3,-116450,-106972,-89558,-83225,-74124,-69098,-63132,-58477,-53890,-50977,-48158,-46083,-44921,-44104,-42939,-42161,-41461,-40507,-38995,-38012,-37326,-36116,-35406,-33931,-33029,-32171,-30561,-28186,-28042,-27612,-26485,-26005,-25334,-24258,-24095,-23735,-23572,-23344,-22347,-21967,-21706,-21105,-20678,-19816,-19131,-18425,-17785,-17047,-16339,-15927,-15440,-14729,-14129,-13614,-12894,-12188,-11854,-11784,-11454,-11291,-10928,-10701,-10424,-10149,-9814,-9814,-9562,-9490,-9150,-9078,-8882,-8874,-8433,-8290,-8193,-8181,-8077,-7744,-7599,-7461,-7400,-6925,-6864,-6587,-6227,-5950,-5628,-5482,-5332,-5169,-4919,-4914,-4484,-4212,-4064,-3792,-3601,-3469,-3278,-3234
4,-120059,-109544,-100050,-91304,-83315,-75523,-66489,-59748,-53050,-48207,-43289,-39181,-35323,-31581,-29240,-26712,-25883,-25254,-24793,-24774,-23919,-23277,-22954,-22818,-22334,-21436,-20582,-20036,-19549,-19274,-18762,-18433,-17984,-17394,-16758,-16429,-15700,-14979,-14548,-14358,-13951,-13768,-13568,-13521,-13051,-12461,-11830,-11650,-11629,-11203,-10876,-10712,-9818,-9470,-9418,-9119,-8871,-8312,-8312,-7785,-7450,-7133,-6760,-6443,-6355,-5889,-5830,-5276,-5178,-5094,-4996,-4924,-4465,-4465,-4160,-4062,-3738,-3738,-3531,-3409,-3409,-2993,-2993,-2699,9102,9387,9826,10283,10283,11226,11226,11996,11996,11996,11996,11996,11996,11996,11996,11996
5,-118296,-112172,-100512,-89671,-79410,-68827,-61626,-54252,-49970,-45432,-41900,-39327,-36559,-34352,-33295,-32694,-31659,-30332,-28839,-28430,-27628,-26674,-26362,-25661,-25406,-24685,-23696,-22767,-22129,-21761,-21057,-20395,-20066,-19416,-19168,-18654,-18008,-17455,-16998,-16675,-16375,-15964,-15646,-15409,-15391,-15248,-15075,-14932,-14130,-14130,-13787,-13103,-12723,-12217,-11877,-11560,-10975,-10853,-10715,-10243,-9773,-9580,-9312,-8952,-8727,-8620,-8309,-8290,-7434,-7345,-6984,-6295,-6264,-6053,-5822,-5715,-5593,-5145,-4752,-4240,-4240,-3945,-3676,-3536,-3517,-3335,-3153,-3055,-2794,-2794,12250,12696,12696,12696,12696,12696,12696,12696,12696,12696
6,-115133,-109072,-102777,-93907,-86208,-78138,-74104,-69988,-66412,-62358,-60182,-58871,-57129,-56874,-56296,-55306,-53969,-52873,-51183,-50281,-49996,-49443,-48650,-47273,-46410,-46410,-45413,-44527,-43592,-42878,-42236,-41644,-40631,-39808,-38219,-37711,-36277,-35701,-35234,-34516,-33288,-32097,-31523,-31210,-30432,-29762,-28832,-28365,-27876,-27475,-27309,-26528,-25787,-25213,-24318,-23084,-22783,-22535,-22050,-21720,-21388,-20400,-19714,-19161,-18548,-17929,-17316,-17152,-17082,-16553,-16259,-15800,-15433,-14839,-13888,-13207,-12637,-12413,-12073,-11606,-11339,-11042,-10506,-10212,-9869,-9592,-9185,-8872,-8351,-8159,-7848,-7782,-7389,-7389,-7356,-7088,-6809,-6480,-6480,-6203
7,-115987,-109870,-99435,-91688,-81252,-73809,-63971,-59027,-52994,-46263,-41819,-37471,-34448,-32154,-30287,-28516,-27650,-26824,-25930,-25105,-24682,-24073,-23278,-22667,-22276,-21381,-21082,-20631,-19523,-18062,-17646,-17333,-17027,-16679,-15853,-15689,-15289,-14693,-14434,-13838,-13508,-13448,-13117,-12576,-12267,-11991,-11778,-11508,-10738,-10640,-10276,-9804,-9482,-9072,-9026,-8795,-8774,-8586,-8271,-8207,-7727,-7536,-7335,-7247,-7138,-6871,-6140,-5719,-5351,-5053,-4637,-4474,-4139,-3976,-3916,-3916,-3815,-3729,-3506,-3155,-3046,-2869,-2859,-2859,-2859,-2678,-2592,10826,10826,11757,12527,13386,13386,13386,13386,13984,13984,13984,13984,13984
8,-117739,-108972,-97730,-86866,-78471,-72708,-67880,-63815,-59208,-55919,-53105,-50039,-48384,-46859,-45901,-44359,-43114,-41935,-41918,-40661,-39736,-39099,-38245,-37214,-35434,-34321,-33461,-32496,-31675,-31258,-30659,-30120,-29678,-29194,-28895,-28115,-27732,-26635,-25529,-24677,-24012,-23369,-22704,-22066,-21666,-21476,-21476,-20793,-20145,-19729,-19204,-18757,-18009,-17562,-17154,-16754,-16161,-15818,-15523,-15403,-15092,-15092,-14946,-14198,-13344,-12877,-12694,-12348,-12053,-11760,-11755,-11434,-11105,-10731,-10464,-10233,-10025,-9571,-9451,-8920,-8426,-8102,-7882,-7775,-7698,-7137,-6953,-6762,-6285,-6094,-5819,-5819,-5750,-5428,-5288,-4966,-4486,-4304,-3817,-3629
9,-117212,-108142,-97694,-88607,-82203,-74069,-67110,-59678,-54533,-47658,-41946,-37805,-33374,-28872,-27377,-25590,-24733,-23578,-23110,-22408,-21799,-21054,-19865,-19135,-18149,-17622,-17290,-16450,-16003,-15454,-14997,-14568,-14135,-13614,-13211,-12983,-12467,-11903,-11803,-11243,-10822,-10665,-10394,-9991,-9558,-9456,-8902,-8469,-8469,-8175,-8001,-7707,-7635,-7635,-7635,-6975,-6930,-6751,-6234,-6055,-5547,-5117,-4398,-4080,-3855,-3855,-3821,-3426,-3392,-3211,-3032,-2717,-2608,8062,8752,8752,8752,8752,9141,9141,10072,10072,10983,11460,11460,11460,11460,11460,11460,11460,11460,11460,11460,11460,11460,11460,11460,11460,11460,11460
