0,-22377,-17731,-15442,-12696,-10522,-8260,-6634,-5046,-4251,-4208,-2816,-2422,-2087,-1670,-1261,-1211,-1139,-1139,-1139,-1139,-1139,-1139,-1117,-1023,-1023,1508,1630,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739,1740,1740,1740,1740,1740,1740,1740,1740,1740,1774,1883,1883,1883,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897
1,-19715,-16851,-11560,-10805,-8621,-7907,-6781,-5897,-5360,-4754,-3600,-3600,-3600,-3326,-2726,-2239,-2239,-2239,-2239,-1990,-1548,-1129,1858,1858,1858,1858,1858,1858,1965,1965,1965,1965,1965,1965,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989
2,-20770,-18943,-15098,-13689,-11757,-9140,-8480,-6721,-6508,-5828,-5517,-5134,-5134,-4688,-3793,-3793,-3721,-3002,-2506,-2170,-2011,-1249,-1127,-1127,-1113,-1084,1687,1879,1879,1879,1879,1879,1879,1879,1879,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882,1882
3,-19418,-16162,-12512,-10673,-8511,-6255,-5095,-3673,-3213,-2702,-2103,-1732,-1732,-1732,-1732,-1593,1452,1452,1452,1452,1452,1452,1452,1452,1472,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588
4,-21500,-19286,-14310,-12546,-11178,-9468,-8116,-7401,-7394,-7394,-7179,-6797,-6063,-5430,-4886,-4886,-4708,-4091,-4091,-4091,-4048,-3062,-2305,-1989,-1946,-1939,-1518,-1518,-1446,-1324,-1324,-1270,-1227,-1140,1537,1537,1646,1646,1646,1646,1646,1646,1646,1646,1646,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685
5,-15760,-14371,-12436,-11704,-10749,-9965,-9154,-7980,-7767,-7282,-6682,-6434,-6019,-5467,-4646,-4634,-4320,-4239,-3840,-3116,-2271,-2126,-2071,-1704,-1704,-1704,-1650,-1505,-1505,-1443,-1206,-1206,-1206,-1206,-1206,-1206,-1206,-1068,-1068,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896
6,-18384,-14772,-12305,-10878,-9250,-8070,-7075,-6327,-5743,-5218,-4756,-4419,-3802,-3266,-3266,-3266,-3266,-3266,-3266,-3266,-3144,-2794,-2153,-2002,-1932,-1765,-1552,-1552,-1552,-1450,-1356,-1356,-1079,-1079,1400,1400,1400,1452,1622,1622,1622,1622,1622,1622,1622,1622,1622,1751,1751,1751,1751,1751,1775,1775,1775,1775,1787,1787,1787,1787,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896
7,-19300,-16367,-13984,-11807,-9764,-8769,-6912,-6148,-4926,-4649,-4649,-4495,-3904,-3904,-3311,-2726,-2717,-2453,-2383,-2383,-2199,-2061,-1624,-1517,-1395,-1323,-1323,-1323,-1323,-1056,-1027,1643,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1879,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986
8,-16820,-15114,-13703,-10710,-9474,-8680,-7344,-5880,-5120,-4895,-4352,-3865,-3352,-2874,-2385,-1956,-1898,-1898,-1898,-1865,-1539,-1539,-1444,-1401,1282,1282,1659,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692,1692
9,-19924,-15856,-13369,-10933,-7837,-5898,-4097,-2761,-1339,-1136,1741,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888
